Name;Typ;Stadt;Land;Längengrad;Breitengrad;Quelle;Operator;Details
Olewig (Trier), Tiergarten;Bushaltestelle;Trier;Deutschland;6.6551077;49.7435014;OpenStreetMap;Stadt Trier;network: VRT
Olewig (Trier), Retzgrubenweg;Bushaltestelle;Trier;Deutschland;6.6596194;49.7429762;OpenStreetMap;;
Heiligkreuz (Trier), Bernhardstraße;Bushaltestelle;Trier;Deutschland;6.6443565;49.7453051;OpenStreetMap;;network: VRT
Heiligkreuz (Trier), Bernhardstraße;Bushaltestelle;Trier;Deutschland;6.6445015;49.7453489;OpenStreetMap;;
Trier, Helenenstraße;Bushaltestelle;Trier;Deutschland;6.649619;49.7530298;OpenStreetMap;;
Trier, Porta Nigra;Bushaltestelle;Trier;Deutschland;6.6427773;49.7591944;OpenStreetMap;Stadtwerke Trier;network: VRT
Trier, Porta Nigra;Bushaltestelle;Trier;Deutschland;6.6427042;49.7591673;OpenStreetMap;;wheelchair: yes
Trier, Porta Nigra;Bushaltestelle;Trier;Deutschland;6.6424658;49.7600515;OpenStreetMap;Stadt Trier;network: VRT
Trier, Porta Nigra;Bushaltestelle;Trier;Deutschland;6.6422736;49.7595924;OpenStreetMap;;
Trier, SWT Stadtwerke;Bushaltestelle;Trier;Deutschland;6.6487809;49.7559322;OpenStreetMap;;wheelchair: yes
Trier, Porta Nigra;Bushaltestelle;Trier;Deutschland;6.6441735;49.7593951;OpenStreetMap;Stadtwerke Trier;network: VRT
Trier, Porta Nigra;Bushaltestelle;Trier;Deutschland;6.6441853;49.7593358;OpenStreetMap;;wheelchair: yes
Trier, Porta Nigra;Bushaltestelle;Trier;Deutschland;6.6429818;49.7590399;OpenStreetMap;;wheelchair: yes
Trier, Porta Nigra;Bushaltestelle;Trier;Deutschland;6.6430079;49.7590715;OpenStreetMap;Stadtwerke Trier;network: VRT
Trier, Porta Nigra;Bushaltestelle;Trier;Deutschland;6.6438173;49.759124;OpenStreetMap;;wheelchair: yes
Trier, SWT Stadtwerke;Bushaltestelle;Trier;Deutschland;6.6474414;49.7553209;OpenStreetMap;;wheelchair: yes
Trier, Porta Nigra;Bushaltestelle;Trier;Deutschland;6.6424408;49.7596036;OpenStreetMap;Stadt Trier;network: VRT
Kürenz (Trier), Am Wissenschaftspark;Bushaltestelle;Trier;Deutschland;6.6671946;49.7555998;OpenStreetMap;Stadt Trier;network: VRT
Kürenz (Trier), Am Wissenschaftspark;Bushaltestelle;Trier;Deutschland;6.6671014;49.7555773;OpenStreetMap;;wheelchair: yes
Trier, Helenenstraße;Bushaltestelle;Trier;Deutschland;6.6494105;49.75295;OpenStreetMap;;
Trier, Kurfürstenstraße;Bushaltestelle;Trier;Deutschland;6.6526515;49.7518735;OpenStreetMap;Stadt Trier;network: VRT
Heiligkreuz (Trier), Am Herrenbrüchen;Bushaltestelle;Trier;Deutschland;6.6452493;49.7440316;OpenStreetMap;;
Kürenz (Trier), Am Wasserturm;Bushaltestelle;Trier;Deutschland;6.6638735;49.7522417;OpenStreetMap;;
Kürenz (Trier), Am Wasserturm;Bushaltestelle;Trier;Deutschland;6.6636887;49.7523113;OpenStreetMap;;
Kürenz (Trier), Am Wasserturm;Bushaltestelle;Trier;Deutschland;6.6637477;49.7522873;OpenStreetMap;Stadt Trier;network: VRT
Trier, Petrisberg Aussicht;Bushaltestelle;Trier;Deutschland;6.6533002;49.7485574;OpenStreetMap;Stadt Trier;network: VRT
St.Matthias (Trier), St. Matthias Kirche;Bushaltestelle;Trier;Deutschland;6.630997;49.7386848;OpenStreetMap;Stadt Trier;network: VRT
Feyen (Trier), Fritz-Quant-Straße;Bushaltestelle;Trier;Deutschland;6.6285376;49.7237371;OpenStreetMap;;
Feyen (Trier), Estricher Weg;Bushaltestelle;Trier;Deutschland;6.6303212;49.7263473;OpenStreetMap;Stadt Trier;network: VRT
St.Matthias (Trier), St.Matthias/Aulstraße;Bushaltestelle;Trier;Deutschland;6.6317368;49.7389255;OpenStreetMap;Stadt Trier;network: VRT
Feyen (Trier), Pellinger Straße;Bushaltestelle;Trier;Deutschland;6.6311907;49.7254413;OpenStreetMap;;network: Verkehrsverbund Region Trier
St.Matthias (Trier), St.Matthias/Aulstraße;Bushaltestelle;Trier;Deutschland;6.6317889;49.7388964;OpenStreetMap;;
Feyen (Trier), Estricher Weg;Bushaltestelle;Trier;Deutschland;6.6294097;49.7267513;OpenStreetMap;;wheelchair: yes
Feyen (Trier), Estricher Weg;Bushaltestelle;Trier;Deutschland;6.6303837;49.7264137;OpenStreetMap;;
Feyen (Trier), Pellinger Straße;Bushaltestelle;Trier;Deutschland;6.6313635;49.7255655;OpenStreetMap;;network: Verkehrsverbund Region Trier
St.Matthias (Trier), St. Matthias Kirche;Bushaltestelle;Trier;Deutschland;6.6308427;49.7386931;OpenStreetMap;;wheelchair: yes
Feyen (Trier), Fritz-Quant-Straße;Bushaltestelle;Trier;Deutschland;6.628378;49.7238277;OpenStreetMap;;
Feyen (Trier), Grafschaft;Bushaltestelle;Trier;Deutschland;6.6270413;49.7201274;OpenStreetMap;;
Feyen (Trier), Zum Römersprudel;Bushaltestelle;Trier;Deutschland;6.6218909;49.7205027;OpenStreetMap;;
Trier-Pallien;Bushaltestelle;Trier;Deutschland;6.6293545;49.7633641;OpenStreetMap;;ref: 1
Trier-Pallien;Bushaltestelle;Trier;Deutschland;6.6302301;49.7642687;OpenStreetMap;;ref: 2
Trier, Charlottenstraße;Bushaltestelle;Trier;Deutschland;6.6443542;49.7482765;OpenStreetMap;Stadt Trier;network: VRT
Trier, Charlottenstraße;Bushaltestelle;Trier;Deutschland;6.6454622;49.7480532;OpenStreetMap;;
Trier, Charlottenstraße;Bushaltestelle;Trier;Deutschland;6.6453785;49.7480055;OpenStreetMap;Stadt Trier;network: VRT
Pallien (Trier), Bitburger Straße;Bushaltestelle;Trier;Deutschland;6.6305326;49.7648463;OpenStreetMap;;network: Verkehrsverbund Region Trier
Pallien (Trier), Bonner Straße;Bushaltestelle;Trier;Deutschland;6.6305955;49.7649254;OpenStreetMap;;network: Verkehrsverbund Region Trier
Trier, Irminenfreihof;Bushaltestelle;Trier;Deutschland;6.6318274;49.7592114;OpenStreetMap;;
Trier, Petrisberg;Bushaltestelle;Trier;Deutschland;6.6601188;49.750033;OpenStreetMap;;wheelchair: yes
Trier, Petrisberg;Bushaltestelle;Trier;Deutschland;6.66047;49.7502073;OpenStreetMap;Stadt Trier;network: VRT
Kürenz (Trier), Martin-Schunck-Straße;Bushaltestelle;Trier;Deutschland;6.6752028;49.7534886;OpenStreetMap;;wheelchair: yes
Kürenz (Trier), Martin-Schunck-Straße;Bushaltestelle;Trier;Deutschland;6.6752302;49.7535155;OpenStreetMap;Stadt Trier;network: VRT
Kürenz (Trier), Kuno-Stapel-Straße;Bushaltestelle;Trier;Deutschland;6.6730129;49.7546952;OpenStreetMap;;wheelchair: yes
Kürenz (Trier), Kuno-Stapel-Straße;Bushaltestelle;Trier;Deutschland;6.6723304;49.7551367;OpenStreetMap;Stadt Trier;network: VRT
Kürenz (Trier), Avelerhof;Bushaltestelle;Trier;Deutschland;6.679644;49.7590064;OpenStreetMap;;
Pallien (Trier), Bitburger Straße;Bushaltestelle;Trier;Deutschland;6.6306771;49.7646388;OpenStreetMap;;network: Verkehrsverbund Region Trier
Pallien (Trier), Hochschule Trier;Bushaltestelle;Trier;Deutschland;6.6262722;49.76844;OpenStreetMap;;
Feyen (Trier), Auf dem Kirchspiel;Bushaltestelle;Trier;Deutschland;6.6279236;49.727278;OpenStreetMap;;
St. Medard (Trier), Konzer Straße;Bushaltestelle;Trier;Deutschland;6.6290809;49.7328552;OpenStreetMap;;
Heiligkreuz (Trier), Wisportstraße;Bushaltestelle;Trier;Deutschland;6.6411775;49.7430016;OpenStreetMap;;wheelchair: no
Weismark (Trier), Im Reutersfeld;Bushaltestelle;Trier;Deutschland;6.6350593;49.7263529;OpenStreetMap;;
Olewig (Trier), Kleeburger Weg;Bushaltestelle;Trier;Deutschland;6.6730555;49.7403333;OpenStreetMap;;wheelchair: yes
Olewig (Trier), Kleeburger Weg;Bushaltestelle;Trier;Deutschland;6.6731523;49.7403637;OpenStreetMap;Stadt Trier;network: VRT
Trier, Hauptfriedhof;Bushaltestelle;Trier;Deutschland;6.6550269;49.7661448;OpenStreetMap;Stadt Trier;network: VRT
Trier-Nord, An der Hospitalsmühle;Bushaltestelle;Trier;Deutschland;6.6534056;49.7712154;OpenStreetMap;Stadt Trier;network: VRT
Trier, Hochwaldstraße;Bushaltestelle;Trier;Deutschland;6.6607779;49.7694709;OpenStreetMap;;
Trier, Am Keltenweg Nord;Bushaltestelle;Trier;Deutschland;6.6615532;49.7657807;OpenStreetMap;Stadt Trier;network: VRT
Weismark (Trier), Altenheim Härenwies;Bushaltestelle;Trier;Deutschland;6.6436411;49.7274944;OpenStreetMap;;
Trier, Pferdemarkt;Bushaltestelle;Trier;Deutschland;6.6391776;49.7593456;OpenStreetMap;;
Trier-Nord, An der Hospitalsmühle;Bushaltestelle;Trier;Deutschland;6.6534673;49.7713109;OpenStreetMap;;wheelchair: yes
Trier, Wasserweg;Bushaltestelle;Trier;Deutschland;6.6537109;49.7651693;OpenStreetMap;;
Trier, Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.6520422;49.7579532;OpenStreetMap;Stadt Trier;network: VRT
Trier, Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.652066;49.7573339;OpenStreetMap;Stadt Trier;network: VRT
Trier, Bruchhausenstraße;Bushaltestelle;Trier;Deutschland;6.6383027;49.7611795;OpenStreetMap;;"wheelchair: limited; network: VRT"
Trier, St. Paulin;Bushaltestelle;Trier;Deutschland;6.6511235;49.7639478;OpenStreetMap;Stadt Trier;"wheelchair: yes; network: VRT"
Trier-Nord, Rudolf-Diesel-Straße;Bushaltestelle;Trier;Deutschland;6.6725168;49.7738601;OpenStreetMap;Stadt Trier;network: VRT
Trier, Hauptfriedhof;Bushaltestelle;Trier;Deutschland;6.6555177;49.7665136;OpenStreetMap;Stadt Trier;network: VRT
Trier, SWT-Arena;Bushaltestelle;Trier;Deutschland;6.6645154;49.7711869;OpenStreetMap;Stadt Trier;network: VRT
Trier, Maarstraße;Bushaltestelle;Trier;Deutschland;6.6473121;49.7617557;OpenStreetMap;Stadt Trier;"wheelchair: yes; network: VRT"
Trier-Nord, P+R Nord;Bushaltestelle;Trier;Deutschland;6.6690158;49.7726114;OpenStreetMap;Stadt Trier;network: VRT
Trier, Rathaus/Stadttheater;Bushaltestelle;Trier;Deutschland;6.6349445;49.7510952;OpenStreetMap;;
Pallien (Trier), Bitburger Straße;Bushaltestelle;Trier;Deutschland;6.6295393;49.7646678;OpenStreetMap;Stadt Trier;network: VRT
Trier, Irminenfreihof;Bushaltestelle;Trier;Deutschland;6.63172;49.7592471;OpenStreetMap;Stadt Trier;network: VRT
Trier, Kaiserthermen;Bushaltestelle;Trier;Deutschland;6.6406188;49.749393;OpenStreetMap;Stadt Trier;network: VRT
Trier, Kaiserthermen;Bushaltestelle;Trier;Deutschland;6.6406839;49.7494865;OpenStreetMap;;
Trier, Amphitheater;Bushaltestelle;Trier;Deutschland;6.6494662;49.7463194;OpenStreetMap;Stadt Trier;network: VRT
Trier, Amphitheater;Bushaltestelle;Trier;Deutschland;6.6494158;49.7462927;OpenStreetMap;;
Olewig (Trier), Kleeburger Weg;Bushaltestelle;Trier;Deutschland;6.6732853;49.7403493;OpenStreetMap;;
Trier, Gilbertstraße;Bushaltestelle;Trier;Deutschland;6.6360259;49.7476152;OpenStreetMap;Stadt Trier;"wheelchair: yes; network: VRT"
Trier, Barbarathermen;Bushaltestelle;Trier;Deutschland;6.6318969;49.7504697;OpenStreetMap;Stadt Trier;network: VRT
Trier, Porta Nigra;Bushaltestelle;Trier;Deutschland;6.6424534;49.7598708;OpenStreetMap;Stadt Trier;network: VRT
Mariahof (Trier), Anheierstraße;Bushaltestelle;Trier;Deutschland;6.6600598;49.7311381;OpenStreetMap;;
Mariahof (Trier), Trebetastraße;Bushaltestelle;Trier;Deutschland;6.6551607;49.7271795;OpenStreetMap;;
Trier, Bei der Römerbrücke;Bushaltestelle;Trier;Deutschland;6.6283299;49.7534575;OpenStreetMap;Stadt Trier;network: VRT
Trier, Bei der Römerbrücke;Bushaltestelle;Trier;Deutschland;6.628117;49.7515502;OpenStreetMap;Stadt Trier;network: VRT
Trier, Barbaraufer/Römerbrücke;Bushaltestelle;Trier;Deutschland;6.6288039;49.7508878;OpenStreetMap;Stadt Trier;network: VRT
Trier, Treviris;Bushaltestelle;Trier;Deutschland;6.6409433;49.7584176;OpenStreetMap;;wheelchair: yes
Trier Hbf;Bushaltestelle;Trier;Deutschland;6.6535014;49.7580565;OpenStreetMap;;ref: 12
Trier Süd;Bushaltestelle;Trier;Deutschland;6.6363711;49.7444003;OpenStreetMap;;ref: 1
Olewig (Trier), Auf der Hill;Bushaltestelle;Trier;Deutschland;6.6641668;49.7411897;OpenStreetMap;;
Trier, Franz-Georg-Straße;Bushaltestelle;Trier;Deutschland;6.6580082;49.7633825;OpenStreetMap;Stadt Trier;network: VRT
Olewig (Trier), St.-Anna-Straße;Bushaltestelle;Trier;Deutschland;6.6571452;49.7425358;OpenStreetMap;;
Trier, An der Feldport;Bushaltestelle;Trier;Deutschland;6.6574474;49.7678179;OpenStreetMap;Stadt Trier;network: VRT
Trier, An der Feldport;Bushaltestelle;Trier;Deutschland;6.6579884;49.7681438;OpenStreetMap;Stadt Trier;network: VRT
Trier, Südallee/Kaiserstraße;Bushaltestelle;Trier;Deutschland;6.6359298;49.7498869;OpenStreetMap;;
Euren (Trier), Messepark P+R;Bushaltestelle;Trier;Deutschland;6.6216632;49.7403735;OpenStreetMap;Stadt Trier;network: VRT
Kürenz (Trier), Arnoldistraße;Bushaltestelle;Trier;Deutschland;6.6635634;49.7614565;OpenStreetMap;;
Trier, Friedrich-Ebert-Allee;Bushaltestelle;Trier;Deutschland;6.6377266;49.761542;OpenStreetMap;;
Trier, Friedrich-Ebert-Allee;Bushaltestelle;Trier;Deutschland;6.6377155;49.7616132;OpenStreetMap;Stadt Trier;network: VRT
Trier, Kaiserthermen;Bushaltestelle;Trier;Deutschland;6.6411011;49.7490995;OpenStreetMap;;
Trier, Töpferstraße;Bushaltestelle;Trier;Deutschland;6.6334748;49.7421237;OpenStreetMap;;
Trier, Töpferstraße;Bushaltestelle;Trier;Deutschland;6.6331341;49.7416835;OpenStreetMap;;
Trier, Christophstraße;Bushaltestelle;Trier;Deutschland;6.6455334;49.7592042;OpenStreetMap;Stadt Trier;network: VRT
Trier, Bei der Römerbrücke;Bushaltestelle;Trier;Deutschland;6.6284298;49.7534285;OpenStreetMap;;
Trier Hbf;Bushaltestelle;Trier;Deutschland;6.6511933;49.7557537;OpenStreetMap;;ref: 12
St. Medard (Trier), Im Schammat;Bushaltestelle;Trier;Deutschland;6.6301453;49.7360242;OpenStreetMap;;
Trier, Nordallee/Krankenhaus;Bushaltestelle;Trier;Deutschland;6.6401728;49.7612527;OpenStreetMap;Stadt Trier;network: VRT
Trier, Nordallee/Krankenhaus;Bushaltestelle;Trier;Deutschland;6.6402582;49.7613035;OpenStreetMap;;
Trier, St. Paulin;Bushaltestelle;Trier;Deutschland;6.6497034;49.7633369;OpenStreetMap;;wheelchair: no
Trier, Maarstraße;Bushaltestelle;Trier;Deutschland;6.647317;49.7617065;OpenStreetMap;;
Trier, Maarstraße;Bushaltestelle;Trier;Deutschland;6.6473043;49.7618031;OpenStreetMap;;wheelchair: no
Trier, Schützenstraße;Bushaltestelle;Trier;Deutschland;6.650092;49.7499191;OpenStreetMap;;
Trier, Schützenstraße;Bushaltestelle;Trier;Deutschland;6.6499699;49.7499321;OpenStreetMap;;
Trier, Amphitheater;Bushaltestelle;Trier;Deutschland;6.6488481;49.746873;OpenStreetMap;;
Trier, Theodor-Heuss-Allee;Bushaltestelle;Trier;Deutschland;6.64653;49.7592285;OpenStreetMap;;
Trier, Theodor-Heuss-Allee;Bushaltestelle;Trier;Deutschland;6.6461089;49.7593862;OpenStreetMap;;
Trier, Porta Nigra;Bushaltestelle;Trier;Deutschland;6.6423339;49.7598843;OpenStreetMap;;
Trier, Porta Nigra;Bushaltestelle;Trier;Deutschland;6.6423407;49.7600508;OpenStreetMap;;
Trier, Treviris;Bushaltestelle;Trier;Deutschland;6.640845;49.7588354;OpenStreetMap;Stadt Trier;network: VRT
Heiligkreuz (Trier), Karlsweg;Bushaltestelle;Trier;Deutschland;6.6516045;49.7363177;OpenStreetMap;;"wheelchair: yes; network: VRT"
Heiligkreuz (Trier), Karlsweg;Bushaltestelle;Trier;Deutschland;6.6514114;49.7353313;OpenStreetMap;;wheelchair: yes
Trier Süd;Bushaltestelle;Trier;Deutschland;6.636523;49.7443563;OpenStreetMap;;ref: 2
Trier, Balduinsbrunnen/Hauptbahnhof;Bushaltestelle;Trier;Deutschland;6.649294;49.7574664;OpenStreetMap;;wheelchair: yes
Trier, Hauptfriedhof;Bushaltestelle;Trier;Deutschland;6.6549298;49.7661837;OpenStreetMap;;wheelchair: yes
Trier, Hauptfriedhof;Bushaltestelle;Trier;Deutschland;6.655562;49.7664645;OpenStreetMap;;
Trier-Nord, Handwerkskammer;Bushaltestelle;Trier;Deutschland;6.6792979;49.7754587;OpenStreetMap;;
Trier, Konstantin Basilika;Bushaltestelle;Trier;Deutschland;6.6422472;49.7535544;OpenStreetMap;;
Trier, Benediktinerstraße;Bushaltestelle;Trier;Deutschland;6.6454978;49.765706;OpenStreetMap;;
Trier, Benediktinerstraße;Bushaltestelle;Trier;Deutschland;6.6454594;49.7655784;OpenStreetMap;;
Trier, Wilhelm-Leuschner-Straße;Bushaltestelle;Trier;Deutschland;6.6470504;49.7679793;OpenStreetMap;;
Kürenz (Trier), Avelerhof;Bushaltestelle;Trier;Deutschland;6.6796446;49.7588599;OpenStreetMap;;
Kürenz (Trier), Im Avelertal;Bushaltestelle;Trier;Deutschland;6.6740455;49.7600113;OpenStreetMap;;
Kürenz (Trier), Kolonnenweg;Bushaltestelle;Trier;Deutschland;6.6720298;49.7610709;OpenStreetMap;;
Kürenz (Trier), Kolonnenweg;Bushaltestelle;Trier;Deutschland;6.6710213;49.7617067;OpenStreetMap;;
Kürenz (Trier), Domänenstraße;Bushaltestelle;Trier;Deutschland;6.6668062;49.7631309;OpenStreetMap;;
Kürenz (Trier), Nellstraße;Bushaltestelle;Trier;Deutschland;6.6614485;49.7605779;OpenStreetMap;;
Kürenz (Trier), Nellstraße;Bushaltestelle;Trier;Deutschland;6.6608504;49.7604103;OpenStreetMap;;
Kürenz (Trier), Schönbornstraße;Bushaltestelle;Trier;Deutschland;6.658815;49.7592535;OpenStreetMap;;
Kürenz (Trier), Schönbornstraße;Bushaltestelle;Trier;Deutschland;6.6582379;49.7594508;OpenStreetMap;;
Heiligkreuz (Trier), Wisportstraße;Bushaltestelle;Trier;Deutschland;6.6412488;49.7430688;OpenStreetMap;;wheelchair: no
Heiligkreuz (Trier), Peter-Wust-Straße;Bushaltestelle;Trier;Deutschland;6.6494161;49.7393351;OpenStreetMap;;wheelchair: yes
Heiligkreuz (Trier), Peter-Wust-Straße;Bushaltestelle;Trier;Deutschland;6.6489145;49.7394738;OpenStreetMap;;wheelchair: yes
Trier, Am Keltenweg Nord;Bushaltestelle;Trier;Deutschland;6.6620292;49.7660199;OpenStreetMap;Stadt Trier;network: VRT
Trier, Am Keltenweg Nord;Bushaltestelle;Trier;Deutschland;6.6621056;49.7659922;OpenStreetMap;;
Trier, Am Keltenweg Nord;Bushaltestelle;Trier;Deutschland;6.6615048;49.7658232;OpenStreetMap;;
Trier, Thyrsusstraße;Bushaltestelle;Trier;Deutschland;6.6641367;49.7675656;OpenStreetMap;Stadt Trier;network: VRT
Trier, Thyrsusstraße;Bushaltestelle;Trier;Deutschland;6.6642031;49.767573;OpenStreetMap;;
Trier, Thyrsusstraße;Bushaltestelle;Trier;Deutschland;6.6638508;49.7673455;OpenStreetMap;;
Kernscheid (Trier), Höhenweg 2;Bushaltestelle;Trier;Deutschland;6.6735855;49.7361351;OpenStreetMap;;
Kernscheid (Trier), Höhenweg 1;Bushaltestelle;Trier;Deutschland;6.6697647;49.7389217;OpenStreetMap;;
Mariahof (Trier), Wolfsberg;Bushaltestelle;Trier;Deutschland;6.6528271;49.7300644;OpenStreetMap;;wheelchair: yes
Mariahof (Trier), Wolkerstraße;Bushaltestelle;Trier;Deutschland;6.6565508;49.7276383;OpenStreetMap;;wheelchair: yes
Mariahof (Trier), Am Mariahof;Bushaltestelle;Trier;Deutschland;6.659233;49.7333787;OpenStreetMap;;wheelchair: yes
Weismark (Trier), Am Bildstock;Bushaltestelle;Trier;Deutschland;6.6394369;49.7300761;OpenStreetMap;;
Weismark (Trier), Cusanusstraße;Bushaltestelle;Trier;Deutschland;6.6390654;49.7320429;OpenStreetMap;;
Weismark (Trier), Joseph-Haydn-Straße;Bushaltestelle;Trier;Deutschland;6.638348;49.7347899;OpenStreetMap;;
Heiligkreuz (Trier), Straßburger Allee;Bushaltestelle;Trier;Deutschland;6.6410691;49.7391852;OpenStreetMap;;
Heiligkreuz (Trier), Straßburger Allee;Bushaltestelle;Trier;Deutschland;6.6409309;49.7392987;OpenStreetMap;;
Heiligkreuz (Trier), An der Ziegelei;Bushaltestelle;Trier;Deutschland;6.6462625;49.7393949;OpenStreetMap;;wheelchair: yes
Irsch (Trier), Irscher Hof;Bushaltestelle;Trier;Deutschland;6.679721;49.7343391;OpenStreetMap;;
Irsch (Trier), Irscher Hof;Bushaltestelle;Trier;Deutschland;6.6797224;49.734086;OpenStreetMap;;
Trier, Kurfürstenstraße;Bushaltestelle;Trier;Deutschland;6.6526146;49.7519025;OpenStreetMap;;
Trier, Kurfürstenstraße;Bushaltestelle;Trier;Deutschland;6.6529043;49.7520135;OpenStreetMap;;
Kürenz (Trier), Alberoweg;Bushaltestelle;Trier;Deutschland;6.6633636;49.7632132;OpenStreetMap;;
Kürenz (Trier), Alberoweg;Bushaltestelle;Trier;Deutschland;6.6638276;49.7633347;OpenStreetMap;;
Trier, Karl-Marx-Haus;Bushaltestelle;Trier;Deutschland;6.6363769;49.7535071;OpenStreetMap;;wheelchair: yes
Pallien (Trier), Palliener Straße;Bushaltestelle;Trier;Deutschland;6.6330848;49.766673;OpenStreetMap;;
Pallien (Trier), Hochschule Trier;Bushaltestelle;Trier;Deutschland;6.6266647;49.7674453;OpenStreetMap;Stadt Trier;network: VRT
Pallien (Trier), Bitburger Straße;Bushaltestelle;Trier;Deutschland;6.6307905;49.7646874;OpenStreetMap;Stadt Trier;network: VRT
Pallien (Trier), Bitburger Straße;Bushaltestelle;Trier;Deutschland;6.6304909;49.7647938;OpenStreetMap;Stadt Trier;network: VRT
Trier, Zurlaubener Ufer;Bushaltestelle;Trier;Deutschland;6.6342487;49.7636729;OpenStreetMap;Stadt Trier;network: VRT
Trier, Bruchhausenstraße;Bushaltestelle;Trier;Deutschland;6.6382545;49.7611174;OpenStreetMap;Stadt Trier;network: VRT
Trier, Nordallee;Bushaltestelle;Trier;Deutschland;6.638503;49.7615951;OpenStreetMap;Stadt Trier;network: VRT
Trier, Nikolaus-Koch-Platz;Bushaltestelle;Trier;Deutschland;6.6380186;49.7570145;OpenStreetMap;Stadt Trier;
Trier, Nikolaus-Koch-Platz;Bushaltestelle;Trier;Deutschland;6.6377669;49.7571466;OpenStreetMap;Stadt Trier;
Trier, Porta-Nigra-Schule;Bushaltestelle;Trier;Deutschland;6.6443447;49.7616716;OpenStreetMap;;
Trier, SWT-Arena;Bushaltestelle;Trier;Deutschland;6.6641498;49.7711341;OpenStreetMap;;wheelchair: yes
Trier, Christophstraße;Bushaltestelle;Trier;Deutschland;6.6454616;49.7591675;OpenStreetMap;;wheelchair: limited
St. Medard (Trier), St. Medard;Bushaltestelle;Trier;Deutschland;6.6283852;49.7309956;OpenStreetMap;;
Trier-Nord, P+R Nord;Bushaltestelle;Trier;Deutschland;6.6689882;49.7726756;OpenStreetMap;;
Euren (Trier), Messepark P+R;Bushaltestelle;Trier;Deutschland;6.6236237;49.739276;OpenStreetMap;;
Euren (Trier), Messepark P+R;Bushaltestelle;Trier;Deutschland;6.6217938;49.7403406;OpenStreetMap;;
Olewig (Trier), Tiergarten;Bushaltestelle;Trier;Deutschland;6.6546694;49.7437684;OpenStreetMap;Stadt Trier;network: VRT
Olewig (Trier), Tiergarten;Bushaltestelle;Trier;Deutschland;6.6541512;49.7438593;OpenStreetMap;Stadt Trier;network: VRT
